AT	V	AP	RH	PE
2.58	39.42	1028.68	69.03	488.69
14.22	44.99	1012	75.28	460.53
18.2	39.63	1005.35	79.05	468.49
16.62	39.99	1007.07	77.14	463.74
18.78	63.09	1019.22	80.2	452.86
13.18	40.73	1017.62	94.4	465.96
13.17	38.52	1018.5	83.77	468.82
18.55	43.69	1016.84	47.95	465.2
6.93	41.14	1027.18	84.67	479.06
5	40.64	1021.05	94.84	485.27
8.99	39.04	1021.99	75.98	483.35
10.76	44.58	1016.41	79.24	483.54
17.83	44.92	1025.04	70.58	458.42
8.14	41.26	1020.61	91.28	477.57
13.22	44.92	1023.84	87.99	471.43
9.01	38.56	1016.67	63.61	482.37
12.88	38.53	1010.95	87.16	466.92
6.49	38.68	1017.94	64.81	485.95
13.31	40.03	1017.73	84.48	470.31
11.19	40.64	1020.57	84.49	472.86
9.06	39.66	1019.64	76.98	479.53
15.08	42.77	1018.43	73.19	461.68
10.17	40.46	1018.54	68.21	470.33
13.5	44.92	1023.87	87.17	468.85
12.34	43.22	1009.28	78.23	468.52
9.59	38.56	1017.01	60.1	481.3
7.04	39.37	1019.37	69.11	488
16.77	50.9	1013.24	84.4	459.91
12.74	49.83	1007.44	91.47	466.09
20.01	45.09	1014.21	38.19	453.96
10.1	40.22	1007.1	90.36	478.43
11.67	44.6	1018.09	92.53	467.96
18.93	48.6	1005.72	84.92	449.74
15.08	42.77	1018.43	73.19	461.68
6.5	41.14	1028.15	86.78	480.96
17.16	40.55	1000.26	72.21	461.58
14.05	41.39	1019.06	68.54	472.19
11.02	41.17	1018.18	86.86	477.62
11.72	40.55	1020.74	86.22	474.7
13.87	42.99	1007.45	81.52	471.12
14.35	46.18	1016.63	87.76	461.74
19.69	56.65	1020.79	66.94	457.17
9.48	44.68	1023.29	92.9	478.66
16.22	41.35	1000.96	79.59	462.21
19.28	65.46	1013.77	64.24	448.91
14.44	41.2	1015.96	81.97	469.85
17.8	62.26	1011.81	89.81	451.62
6.64	39.04	1018.84	74.94	481.53
6.05	38.68	1017.46	66.13	483.5
20.12	65.94	1009.93	76.24	447.46
15.8	40.66	1016.15	88.24	458.55
15.09	41.76	1022.4	76.22	463.27
16.69	43.52	1021.78	80.87	460.51
11.97	42.32	1016.95	88.32	467.98
14.85	38.91	1014.48	60.98	467.42
10.29	41.74	1019.9	80.51	480.62
16.98	43.99	1021.65	81.17	456.07
12.64	41.49	1019.78	94	468.78
11.99	49.83	1008.33	95.2	468.22
14.18	53.82	1016.9	64.57	465.25
8.52	38.5	1013.16	64.06	482.96
15.84	41.04	1025.64	63.43	456.21
17.92	44.2	1018.97	53.8	455.37
16.52	42.24	1017.51	67.65	469.13
14.85	39.39	1013.93	76.27	468.84
15.06	41.85	1016.78	88.23	466.72
12.83	41.5	1013.12	86.07	470.87
15.82	43.34	1014.52	79.07	460.4
9.77	41.44	1017.69	78.26	481.74
13.48	41.44	1015.64	71.46	471.39
9.15	39.61	1018.11	75.29	474.88
14.39	42.77	1017.36	83.28	463.65
11.34	43.67	1011.54	87.95	472.77
19.2	54.2	1011.46	84.44	450.75
5.95	39.48	1005.16	63.6	486.07
20.24	56.03	1019.78	59.8	460.76
15.48	44.99	1011.94	69.95	463.92
12.38	48.04	1012.78	100.13	465.99
6.03	41.17	1019.81	84.2	488.57
19.05	62.96	1020.48	83.04	454.26
18.55	61.87	1008.45	65.3	450.73
16.72	44.34	1019.26	63.77	465.89
17.14	44.2	1018.91	62.18	457.02
7.92	36.08	1021.01	81.84	482.98
6.85	37.49	1011.01	84.53	483.12
19.44	39.53	1006.99	63.18	457.09
18.84	61.27	1019.64	71.95	454.47
9.77	44.68	1023.37	91.4	477.56
14.79	47.83	1007.27	92.04	463.22
8.33	38.08	1018.94	73.78	481.89
19.67	59.39	1014.07	77.67	447.61
14.57	39.28	1015.1	76.94	469.27
10.29	40.56	1017.28	69.13	481.7
18.28	41.1	1002	65.69	460.03
10.81	45	1023.45	85.89	482.63
14.41	43.13	1016.32	59.55	467.46
14.74	42.77	1017.71	76.59	463.61
19.96	39.53	1006.16	62.77	460.49
5.71	40.77	1022.49	87.9	487.48
10.39	40.96	1023.51	84.73	479
10.36	37.83	1005.87	98.56	472.62
10.59	41.26	1008.1	98.27	474.76
14.22	39.39	1014.16	80.22	470.98
18.89	67.71	1003.92	86.12	443.54
18.35	62.1	1019.97	78.36	455.29
15.38	43.99	1022.42	83.41	462.48
19.64	48.06	1014.81	74.96	455.27
14.86	44.71	1018.3	49.46	466.38
5.67	45.87	1008.91	93.29	478.44
4	39.9	1009.64	97.16	490.79
19.37	63.09	1018.79	81.52	450.18
13.16	40.71	1021.99	77.91	475.87
14.68	58.2	1018.5	83.3	458.51
15.4	40.69	1015.1	70.25	471.66
7.55	42.85	1011.21	93.25	484.93
10.54	42.02	997.5	99.77	472.64
3.82	35.47	1016.62	84.34	489.04
19.05	44.06	1017.02	73.76	454.28
9.15	40.11	1023.82	75.4	475.01
11.7	41.16	1019.58	87.49	464.12
18.72	60.07	1015.81	70.55	454.35
5.78	40.62	1016.55	84.98	484.13
17.9	52.08	1006.41	100.09	451.94
16.22	37.87	1022.36	83.13	461.06
17.49	63.94	1020.02	82.6	452.71
14.86	37.85	1010.58	86.8	467.71
14.26	44.47	1028.11	66.81	465.22
14.12	42.86	1011.84	88.29	471.86
14.08	40.73	1017.52	91.49	461.58
14.4	40.2	1013.04	90.5	464.5
7.79	41.01	1024	97.2	477
9.86	42.49	1009.16	81.41	477.78
18.92	46.93	1009.89	77.98	453.66
8.99	41.26	1020.52	91.96	476.09
8.75	40.77	1021.99	86.46	478.85
19.12	45.01	1014	59.95	453.24
12.72	40.71	1016.02	71.57	466.99
18.55	61.87	1008.45	65.3	450.73
4.77	39.33	1011.32	68.98	494.91
13.83	39.64	1012.52	69.97	472.95
16.18	44.9	1021.3	74.46	463.1
14.81	43.69	1017.19	71.9	470.71
13.33	54.3	1016.77	80.32	468.1
13.51	44.9	1019.29	77.24	464.86
6.22	39.33	1012.31	93.23	491.77
5.49	38.5	1012.18	79.33	490.84
6.82	41.03	1022.12	87.63	489.64
5.63	39.22	1013.35	77.67	486.83
9.05	40.67	1015.57	75.48	486.55
14.38	40.73	1017.48	90.64	462.98
13.86	40.66	1017.15	83.82	463.49
17.7	43.69	1016.98	61.98	462.63
14.6	44.84	1023.58	88.21	464.88
11.63	40.55	1022.89	87.12	474.67
10.41	36.71	1022.02	84.56	474.2
13.78	45.78	1025.27	95.72	462.88
10.66	37.5	1009.42	95.86	472.86
12.43	40.27	1007.08	61.56	470.92
18.83	63.91	1010.8	96.18	448.15
18.59	65.06	1015.75	80.72	450.4
15.55	42.03	1017.41	74.58	460.84
5.35	35.79	1013.23	93.53	483.2
19.02	52.72	1025.44	51.9	461.57
19.1	56.53	1020.18	76.38	455.52
16.44	53.82	1015.4	63.16	462.09
17.79	46.21	1010.38	85.25	448.74
14.42	48.92	1011.76	76.03	461.14
12.45	43.67	1013.61	91.34	474.27
16.7	50.66	1014.86	94.87	457.74
11.89	40.03	1019.53	89.48	471.85
5.7	40.35	1012.18	91.57	488.8
16.58	38.01	1023.5	60.14	464.03
11.41	40.1	1014.27	91.17	476.81
18.04	44.85	1015.13	48.4	463.31
13.71	43.41	1015.45	69.26	466.06
4.83	38.44	1015.35	72.94	485.32
18.35	57.76	1019.64	77.94	458.41
14.84	38.91	1013.78	69.27	467.83
16.15	41.85	1016.54	81.58	466.56
6.64	35.19	1019.83	76.01	484.03
8.36	40.71	1026.34	82.76	487.79
16.36	44.88	1018.34	76	468.53
12.99	43.8	1023.16	64.65	466.95
11.69	35.76	1019.02	55.6	471.72
13.83	42.86	1030.77	75.09	470.21
18.51	50.9	1012.95	82.71	459.11
7.97	39.04	1018.51	65.17	483.3
9.47	41.4	1026.49	87.9	479.68
8.6	40.77	1011.8	89.45	480.82
9.68	40.22	1007.6	89.97	479.56
14.57	44.84	1023.46	87.2	464.58
14.29	37.85	1009.98	92.81	468.63
9.37	40.11	1024.94	75.03	471.13
15.85	46.18	1013.14	97.8	462.88
15.63	43.02	1012.57	40.32	466.69
17.31	44.71	1017.43	35.4	463.05
9.28	41.54	1018.33	79.89	482.8
16.58	46.18	1010.4	96.29	463.51
18	44.06	1016.8	78.88	454.59
18.95	46.21	1013.47	81.22	457.58
14.4	41.26	1021.41	73.11	462.78
17.52	44.05	1008.87	85.67	455.72
14.65	41.92	1030.61	63.07	464.95
8.28	40.77	1011.55	89.79	480.15
9.77	44.68	1023.37	91.4	477.56
11.34	45.17	1018.32	96.24	472.13
17.35	47.83	1006.71	80.57	453.96
18.66	56.53	1020.13	80.04	459.45
13.41	54.3	1016.48	79.28	467.88
19.5	52.72	1025.21	50.21	457.26
18.67	58.46	1016.73	87.7	447.16
12.8	42.18	1016.27	83.9	467.69
10.63	42.28	1008.37	92.68	474.97
18.5	47.03	1013.97	93.6	460.08
14.02	42.86	1030.86	68.36	467.29
15.33	36.71	1013.99	73.89	468.36
13.18	52.72	1024.67	75.96	468.36
6.3	39.33	1010.63	94.26	489.95
9.05	40.67	1015.57	75.48	486.55
10.2	41.46	1019.12	83.26	480.11
6.67	39.33	1011.07	91.96	490.03
15.79	49.21	1015.08	75.8	457.7
17.75	55.5	1020.15	81.26	459.43
10.57	37.73	1024.36	70.29	474.65
19.15	56.53	1019.95	84.1	456.4
10.59	39.96	1025.87	97.05	468.96
9.41	39.61	1016.14	78.38	477.34
9.41	40.43	1025.68	79.49	492.88
11.04	41.74	1022.6	77.51	477.2
13.89	35.71	1016.4	65.49	468.54
13.97	39.16	1016.05	84.6	470.96
19.78	50.32	1008.62	96.4	449.23
17.81	45	1022.32	43.84	471
13.48	40.73	1017.59	94.81	463.6
19.62	52.05	1012.09	50.02	456.81
9.82	41.04	1026.72	77.28	473.98
12.61	43.22	1013.41	78.94	466.85
10.37	40.03	1017.47	90.47	477.91
13.88	39.16	1010.8	75.69	464.37
10.63	37.5	1008.93	98.14	474.81
17.89	40.12	1011.99	76.52	451.79
16.58	41.93	1022.36	45.24	466.61
13.8	39.39	1013.85	81.95	471.7
8.35	40.77	1011.77	90.25	478.82
10.2	40.67	1016.15	73.2	482.26
17.72	48.14	1013.26	65.09	457.44
17.74	58.33	1013.55	81.8	446.01
6.92	41.26	1011.16	96.2	483.61
17.86	45	1023.25	53.48	465.78
18.14	67.71	1003.82	95.69	442.45
8.46	39.42	1025.05	69.36	474.42
13.09	43.67	1012.22	91.91	474.45
8.77	40.46	1019.68	77.84	475
5.37	38.68	1017.76	76.48	487.07
13.47	43.34	1012.75	87.04	468.8
9.87	41.82	1033.04	68.57	475.58
5.64	40.62	1015.76	85.98	483.17
14.28	37.2	1013.96	82.71	467.44
5.99	35.79	1011.56	91.69	484.82
10.45	40	1019.01	89.01	465.43
10.89	44.2	1018.3	86.32	479.16
10.73	40.35	1012.27	89.65	477.23
14.12	42.99	1007.13	78.16	468.45
5.25	40.07	1019.48	67.7	495.23
20.03	60.77	1017.23	87.82	449.31
9.23	39.66	1019.44	76.11	481.77
12.29	42.18	1016.53	83.13	468.75
14.59	41.23	999.48	86.66	466.83
16.43	41.79	1005.47	76.89	455.85
16.34	41.48	1015.92	48.24	453.6
14.45	43.71	1025.26	84.23	463.6
10.31	38.18	1018.02	70.1	476.31
9.55	40.67	1018.56	70.72	486.34
12.07	38.25	1012.67	81.66	470.36
20.28	57.25	1010.12	88.42	452.03
13.79	45.08	1023.3	83.59	465.69
11.7	41.16	1019.58	87.49	464.12
17.5	42.44	1012.55	76.85	466.78
6.77	39.81	1017.01	87.68	488.27
13.2	41.78	1010.49	64.96	468.58
18.34	62.1	1020.52	78.6	453.01
18.74	45.09	1014.24	41.54	456.25
13.93	42.86	1032.37	71.11	468.88
16.43	41.79	1005.47	76.89	455.85
18.42	58.95	1016.95	86.77	452.1
8.57	41.17	1020.18	72.47	484.2
12.93	39.58	1010.93	75.9	473.09
10.11	44.85	1014.2	84.81	478.71
20.19	66.86	1012.97	64.7	454.84
14.66	47.83	1006.15	91.98	461.46
14.89	39.82	1013.23	82.49	470.19
8.02	40.23	1017.42	90.26	484.22
17.25	43.14	1018.34	76.17	462.8
15.68	43.7	1015.09	58.96	470.29
18.02	49.78	1003.86	100.09	451.41
13.51	43.41	1015.94	75.22	463.86
9.15	44.03	1012.45	81.67	474.26
19.83	59.21	1012.67	96.42	440.03
16.53	53.29	1018.64	87.47	463.32
11.71	41.44	1015.37	79.95	474.22
7.25	41.14	1024.99	95.85	477.45
18.2	49.39	1018.83	96.3	455.86
7.9	43.79	1016.14	83.05	485.26
9.97	39.99	1010.09	95	477.31
9.47	40.81	1026.44	91.87	479.96
7.05	43.65	1018.41	72.36	480.47
11.72	40.55	1021.54	85.13	470.8
9.99	41.82	1033.14	68.36	475.75
13.42	41.23	994.17	95.79	468.82
9.84	36.66	1026.7	70.02	477.62
14.4	42.18	1015.47	77.7	464.81
9.43	43.69	1017.28	91.8	478.48
5.94	39.9	1007.84	86.33	485.86
18.84	40.79	1005.18	92.46	459.96
17.66	44.9	1020.5	71.33	457.11
12.71	43.8	1023.15	71.16	466.2
16.25	58.86	1015.94	86.52	456.49
10.02	52.75	1021.93	73.68	473.09
12.91	41.66	1013.37	71.52	469.71
18.77	49.21	1012.2	58.69	454.86
14.98	39.58	1011.78	75.07	467.77
14.94	40	1017.69	65.43	456.41
9.99	36.71	1023.57	83.53	475.85
13.21	40.03	1018.12	82.98	469.75
13.09	39.85	1012.86	58.42	475.89
16.77	42.28	1007.53	73.19	465.52
18.22	58.2	1017.09	81.92	451.04
16.48	41.35	1005.61	89.07	465.64
10.41	36.71	1022.02	84.56	474.2
14.83	53.82	1016.57	63.47	464
12.15	38.78	1013.34	95.05	474.15
11.26	44.92	1023.63	88.99	474.69
11.98	44.58	1016.45	78.8	477.56
14.55	41.7	1018.58	80.8	454.14
8.3	36.3	1015.97	60.62	480.58
10.82	42.02	996.03	99.34	475.46
18.86	46.48	1007.28	78.47	452
20.21	58.12	1015.36	79.18	453.19
13.77	47.83	1007.41	90.66	466.07
6.94	38.91	1018.94	90.64	485.12
17.54	58.49	1012.35	91.56	453.02
14.98	43.99	1022.66	83.34	462.32
19.26	65.61	1015.03	85.74	451.85
19.4	64.63	1020.38	81.1	453.84
12.93	43.13	1014.91	55.7	474.88
13.62	42.34	1017.87	89.67	464.79
17.79	40.12	1012.74	79.03	459.13
18.88	43.69	1016.77	46.88	464.63
7.64	40.81	1026.67	95.24	483.38
18.18	67.71	1004.5	87.26	449.24
18.92	44.63	1020.32	47.81	451.64
14.26	42.86	1011.33	88.37	471.19
13.83	38.73	999.62	91.95	469.81
12.59	40.03	1018.76	85.4	471.63
9.82	39.64	1010.79	69.22	477.93
14.72	39	1016.42	76.42	464.93
16.02	44.9	1009.3	82.62	455.48
10.59	41.54	1019.94	72.52	478.74
15.56	41.1	1003.55	76.92	464.42
12.2	39.72	1018.07	54.83	471.33
10.59	41.46	1016.87	85.7	480.83
18.22	39.63	1005.11	79	465.78
7.53	43.65	1018.58	64.85	479.15
12.83	44.88	1017.86	87.88	474.26
12.69	40.75	1016.05	82.92	472.68
12.88	38.53	1010.95	87.16	466.92
7.44	38.5	1012.81	70.27	488.12
11.73	37.92	1008.02	72.68	472.51
8.47	41.26	1020.57	91.28	477.14
18.02	53.16	1013.41	82.84	458.01
10.3	41.79	1021.09	49.39	471.58
16	43.34	1013.58	78.87	461.7
11.33	41.5	1013.58	88.7	475.01
6.86	41.17	1020.12	79.14	490.23
18.85	41.1	1001.95	61.75	462.4
11.17	44.77	1018.2	79.6	470.85
16.77	49.39	1018.61	95.86	459.38
12.3	39.85	1012.59	73.38	476.42
16.29	44.34	1019.49	59.36	468.8
18.78	54.2	1012.05	89.25	448.04
8.47	42.02	1005.37	92.73	477.67
15.41	42.44	1012.6	86.74	472.28
8.86	40.23	1017.57	90.47	478.05
13.48	39.35	1014.56	81.25	470.66
7.91	37.8	1020.59	61	483.49
19.7	52.84	1004.86	89.72	444.64
7.65	41.01	1024.31	97.17	475.89
12.65	44.03	1007.13	85.23	466.01
18.25	43.14	1011.51	55.16	462.78
14.56	41.76	1023.82	85.36	464.3
18.18	50.16	1010.22	99.73	451.14
9.44	39.82	1013.26	91.55	483.18
19.2	59.21	1017.84	89.56	450.86
8.26	40.96	1025.23	89.22	485.73
6.71	40.72	1022.78	80.69	483.11
6.17	39.33	1012.57	93.32	491.54
11.67	40.23	1017.65	82.48	475.07
11.9	39.16	1016.53	84.59	477.75
11.51	41.06	1021.3	78.11	476.91
7.64	41.17	1020.01	75.14	488.53
12.84	50.59	1020.08	88.08	470.96
18.61	67.71	1004.07	84.49	443.57
19.97	59.21	1017.87	83.46	450.41
15.94	41.76	1023.32	67.17	462.44
15.86	43.02	1012.18	40.33	466.6
8.88	36.3	1015.27	56.96	478.7
15.14	44.21	1019.97	83.86	463.1
13.4	40.89	1010.67	91.66	472.36
16.92	44.6	1017.34	58.75	460.17
12.25	44.58	1016.47	81.15	475.24
12.03	40.75	1015.93	85.07	474.97
11.47	43.67	1012.68	72.51	475.72
7.98	43.52	1022.45	97.68	481.93
14.43	44.84	1024.34	84	467.45
6.76	40.62	1015.67	87.16	478.56
5.66	35.79	1013.86	94.42	484.15
15.56	40.12	1013.72	89.78	461.21
17.48	44.2	1018.89	61.51	457.15
9.47	40.81	1026.44	91.87	479.96
18.41	44.9	1008.97	73.81	453.12
11.8	41.54	1020	65.85	476.12
12.57	39.18	1023.09	77.28	471.87
19.12	58.79	1017.34	92.45	447.02
8.42	42.28	1008.4	87.78	481.91
7.26	41.22	1014.86	97.82	488.75
6.02	41.38	1021.2	88.71	490.57
6.14	40.62	1015.71	86.51	481.66
12.04	40.1	1014.42	89.65	474.28
13.41	45	1022.31	76.29	475.9
15.25	39.58	1012.1	73.05	466.21
14.24	41.16	1010.16	87	471
10.31	38.18	1018.02	70.1	476.31
16.96	52.9	1019.61	81.86	460.2
13.56	40.8	1024.8	63.6	475.89
8.18	43.69	1017.16	88.16	487.83
11.73	37.92	1008.02	72.68	472.51
13.44	42.34	1018	96.65	459.6
8.52	38.5	1013.16	64.06	482.96
9.53	40.23	1017.74	89.05	484
9.2	40.77	1011.88	89.86	479.82
13.41	40.89	1010.85	89.61	472.4
17.62	43.52	1021.01	71.52	457.45
16.37	43.5	1021.26	72.4	459.18
18.27	65.94	1013.09	84.72	450.33
15.98	39.64	1009.31	81.21	467.22
10.91	37.92	1008.66	66.53	473.72
6.58	40.07	1014.22	55.44	493.72
14.07	42.86	1032.16	71.53	467.47
14.66	43.13	1014.97	46.31	467.87
9.08	40.46	1019.48	77.37	476.81
16.77	42.28	1007.53	73.19	465.52
17.54	58.49	1012.35	91.56	453.02
14.48	40.89	1011.39	82.18	470.44
19.89	50.78	1008.85	92.97	446.35
6.04	41.14	1027.92	87.12	481.37
18.86	46.48	1007.28	78.47	452
15.31	52.75	1025.21	55.22	460.77
16.53	53.29	1018.64	87.47	463.32
16.22	37.87	1022.36	83.13	461.06
16.71	42.99	1007.72	75.35	465.09
11.26	44.92	1023.63	88.99	474.69
18.94	48.7	1008.5	94.83	451.38
9.11	40.64	1020.68	86.91	476.62
16.91	43.96	1013.32	79.87	465.86
10.31	42.49	1009.43	78.36	479.64
19.71	43.43	1009.58	65.71	456.24
10.9	40.67	1016.66	65.09	482.4
10.76	40.43	1025.98	79.65	490.78
10.35	37.14	1013.37	69.26	472.63
5.65	40.72	1022.46	85.17	487.09
18.96	50.16	1010.72	100.09	451.2
11.48	37.5	1014.38	69.75	472.9
12.08	40.24	1016.63	92.32	474.07
5.25	42.85	1013.75	89.67	477.78
18.77	50.66	1014.89	87.34	457.07
5.95	39.48	1005.16	63.6	486.07
14.62	43.99	1023.6	86.7	461.88
16.45	63.31	1015.96	83.97	452.42
7.49	36.08	1020.27	85.69	483.26
13.85	44.9	1019.11	76.79	467.2
14.54	39.39	1013.87	76.39	470.23
14.26	42.32	1016	77.43	463.71
13.02	40.1	1014.43	87.32	474.97
7.1	41.74	1022.25	91.07	484.12
12.02	39.69	1006.05	84.66	470.17
19.79	44.9	1008.66	72.68	455.59
11.75	35.76	1018.99	57.92	473.01
11.48	41.2	1012.88	90.04	478.34
16.97	50.9	1012.31	82.65	463.28
17.03	47.83	1004.94	79.68	460.43
9.99	42.07	1018.78	85.68	471.6
18.83	47.83	1005.58	77.07	454.23
10.52	41.48	1018	68.99	469.8
14.73	39.52	1017.01	74.21	470.45
11.17	44.77	1018.2	79.6	470.85
16.41	44.92	1024.27	84.16	462.12
10.03	42.02	998.6	99.9	471.07
10.15	39.22	1020.09	68.75	474.87
14.84	41.48	1017.26	63.42	460.3
14.12	40.92	1022.46	73.28	459.76
13.35	40.27	1005.83	49.75	474.68
16.63	53.82	1015.18	66.09	458.29
18.21	39.54	1009.81	70.92	461.73
9.14	38.91	1018.62	89.88	476.57
7.19	40.81	1015.22	85.65	487.15
14.62	42.86	1015.56	84.5	470.79
6.94	39.61	1017.74	81.43	480.07
12.75	44.2	1017.59	81.22	471.03
20.08	62.52	1017.99	75.74	450.98
6.72	38.91	1016.89	90.47	485.89
6.8	37.8	1021.09	70.02	485.96
14.05	40.69	1015.66	74.39	470.9
17.83	43.72	1008.64	78.72	453.86
11.77	40.71	1024.55	72.49	477.94
4.87	42.85	1012.69	94.72	482.05
7.17	39.4	1011.48	90.38	484.33
12.2	39.72	1018.07	54.83	471.33
18.88	43.69	1016.77	46.88	464.63
5.4	39.4	1011.45	91.84	485.86
15.33	36.71	1013.99	73.89	468.36
14.79	47.83	1007.27	92.04	463.22
18.32	66.51	1015.18	81.5	459.89
4.44	38.44	1016.14	75.35	486.53
15.75	39.16	1016.31	77.99	468.87
8.94	43.13	1014.82	76.66	483.63
17.09	42.42	1009.03	72.01	464.11
13.43	50.59	1020.38	86.3	469.33
8.3	36.08	1020.63	80.42	481.6
13.86	40.83	1008.76	82.4	470.37
12.04	40.1	1014.42	89.65	474.28
10.28	39.64	1010.45	74.15	477.65
13.52	39.3	1018.99	69.22	469.41
19.82	57.85	1011.58	97.23	447.36
18.23	58.96	1015.55	69.61	459.12
14.66	42.07	1018.14	84.68	462.77
8.35	43.52	1022.78	97.34	479.31
13.92	41.16	1003.83	88.69	465.33
20.21	59.14	1016	70.38	448.79
15.33	52.05	1014.15	80.56	452.82
19.31	60.07	1014.86	69.37	453.47
9.95	43.56	1014.85	82.62	477.88
8.01	40.62	1015.62	86.43	476.22
12.5	45.51	1015.8	82.82	469.69
7.64	41.17	1020.01	75.14	488.53
8.8	42.32	1017.91	86.8	483.88
9.6	37.73	1021.87	77.75	481.03
11.36	40.75	1016.34	85.19	477.5
18.55	52.84	1004.45	86.82	450.23
20.14	46.93	1014.66	64.22	453.99
20.07	49.21	1012.34	56.8	454.25
12.83	41.67	1012.84	84.29	474.81
5.53	35.79	1013.48	94.19	484.25
8.57	41.17	1020.18	72.47	484.2
17.67	53.16	1013.59	83.31	457.99
12.23	41.58	1018.76	87.66	464.45
10.48	41.93	1017.17	92.81	480.01
13.71	45.08	1023.35	82.93	468.43
6.25	40.02	1032.14	80.22	481.38
17.5	42.23	1013.37	86.87	462.57
10.35	44.2	1018.46	88.6	478.36
16.77	38.01	1023.04	65.5	460.16
17.46	40.22	1006.7	91.96	461.74
5.78	45.87	1012.65	88.8	483.27
13.15	42.44	1014.51	99.53	469.34
15.36	40.89	1007.59	86.08	464.12
12.93	43.13	1014.91	55.7	474.88
11.81	40.75	1016.13	84.14	477.22
17.67	43.96	1011.68	82.13	466.31
12.32	43.69	1016.26	83.18	471.6
12.27	41.17	1019.41	58.1	475.13
10.72	40.81	1016.51	80.26	474.64
20.29	65.27	1013.17	74.94	445.52
12.41	37.92	1008.09	65.23	470.49
6.04	41.14	1027.92	87.12	481.37
8.89	41.54	1019.27	82.87	483.82
6.22	38.68	1017.87	69.41	483.55
14.82	42.74	1028.04	69.81	466.34
12.59	44.34	1017.01	85.57	474.11
9.87	40.81	1017.17	84.25	473.2
18.71	53.16	1013.26	82.64	455.7
16.63	43.77	1012.25	75.09	458.66
13.86	40.66	1017.15	83.82	463.49
6.37	41.03	1022.23	80.36	490.47
13.89	41.49	1020.02	86.47	469.6
10.25	41.26	1007.44	98.08	476.03
13.18	40.83	1007.67	95.44	472.36
13.18	40.03	1017.75	82.29	470.88
12.93	38.73	1006.41	89.24	471.3
13.08	39.82	1012.27	85.21	476.96
17.3	62.1	1020.28	88.06	450.83
18.5	41.85	1015.81	64.78	466.8
8.56	40.71	1021.27	95.87	471.58
11.04	41.74	1022.6	77.51	477.2
15.11	43.13	1014.99	46.91	466.74
